# x_m, y_m, w_tr_right_m, w_tr_left_m
-42.668050406426744, 2.692413140609789, 1.1, 1.1
-42.89909825681454, 3.015859064545952, 1.1, 1.1
-43.13029495773565, 3.339204587962038, 1.1, 1.1
-43.36161624440513, 3.6624672133258946, 1.1, 1.1
-43.59303801115135, 3.9856646022187006, 1.1, 1.1
-43.82453599318935, 4.308814336664981, 1.1, 1.1
-44.056086005290844, 4.6319338395758995, 1.1, 1.1
-44.28766402134088, 4.955040772532635, 1.1, 1.1
-44.519245696997835, 5.278152717559711, 1.1, 1.1
-44.75080692659007, 5.601287256681635, 1.1, 1.1
-44.982323524889345, 5.924461892366256, 1.1, 1.1
-45.21377122711063, 6.247694206638079, 1.1, 1.1
-45.44512600713902, 6.571001781521618, 1.1, 1.1
-45.676363520632876, 6.894402199041385, 1.1, 1.1
-45.90745966192057, 7.217912961665234, 1.1, 1.1
-46.13839024577383, 7.541551730974336, 1.1, 1.1
-46.36913108696434, 7.865336009436534, 1.1, 1.1
-46.59965807982051, 8.189283458633026, 1.1, 1.1
-46.82988578047659, 8.513449370450843, 1.1, 1.1
-47.0592528370549, 8.838184271586845, 1.1, 1.1
-47.28697450254276, 9.163976878677182, 1.1, 1.1
-47.512264836577444, 9.491316863038044, 1.1, 1.1
-47.73433766012617, 9.820693816428953, 1.1, 1.1
-47.95240703282619, 10.15259733060945, 1.1, 1.1
-48.16568685520139, 10.487516997339048, 1.1, 1.1
-48.373634152965366, 10.82578894355699, 1.1, 1.1
-48.576737324527514, 11.167098363512139, 1.1, 1.1
-48.77575828413569, 11.510957574805092, 1.1, 1.1
-48.971458946037664, 11.856879054149793, 1.1, 1.1
-49.164601383594594, 12.204375119146851, 1.1, 1.1
-49.355947431497626, 12.552958166953532, 1.1, 1.1
-49.546258447097856, 12.90214107206714, 1.1, 1.1
-49.73607430197151, 13.251576012717667, 1.1, 1.1
-49.92540732740276, 13.601247634467406, 1.1, 1.1
-50.11419268470392, 13.951189112448603, 1.1, 1.1
-50.302365535187306, 14.301433542236794, 1.1, 1.1
-50.48986104016521, 14.652014178520885, 1.1, 1.1
-50.676614440506654, 15.002964196433105, 1.1, 1.1
-50.86256089752392, 15.354316691548998, 1.1, 1.1
-51.047635572529366, 15.706104918557475, 1.1, 1.1
-51.23177362683526, 16.058361893477418, 1.1, 1.1
-51.41491030131063, 16.411120950554384, 1.1, 1.1
-51.596980677711066, 16.764415264920615, 1.1, 1.1
-51.77792007646227, 17.118277852594993, 1.1, 1.1
-51.957663579319885, 17.47274196826641, 1.1, 1.1
-52.13616496385746, 17.82783124026644, 1.1, 1.1
-52.31345963279404, 18.183527529673892, 1.1, 1.1
-52.489605582943504, 18.5398011618501, 1.1, 1.1
-52.66466065200644, 18.89662230304305, 1.1, 1.1
-52.83868275724002, 19.25396143772743, 1.1, 1.1
-53.011729815901504, 19.611788811707918, 1.1, 1.1
-53.18385974524809, 19.970074670789177, 1.1, 1.1
-53.355130382980335, 20.328789419889223, 1.1, 1.1
-53.52559972591214, 20.687903304812732, 1.1, 1.1
-53.69532561174403, 21.047386650921034, 1.1, 1.1
-53.86436595773325, 21.407209783575478, 1.1, 1.1
-54.03277868113701, 21.767343028137397, 1.1, 1.1
-54.200621619655855, 22.127756630411476, 1.1, 1.1
-54.36795284966036, 22.488420915759036, 1.1, 1.1
-54.53483004973773, 22.84930620954143, 1.1, 1.1
-54.70131129625851, 23.210382837120008, 1.1, 1.1
-54.86745442692327, 23.5716211238561, 1.1, 1.1
-55.03331743854589, 23.932991315554386, 1.1, 1.1
-55.19895808927025, 24.29446373757619, 1.1, 1.1
-55.364434296353586, 24.65600871528287, 1.1, 1.1
-55.52980405660976, 25.017596574035757, 1.1, 1.1
-55.69512528729603, 25.379197639196196, 1.1, 1.1
-55.86045582611291, 25.74078215656886, 1.1, 1.1
-56.02585351076098, 26.102320451515087, 1.1, 1.1
-56.19137641761077, 26.46378284939622, 1.1, 1.1
-56.35708230480617, 26.825139675573613, 1.1, 1.1
-56.52302916916109, 27.18636117585191, 1.1, 1.1
-56.689257345908224, 27.54742642682639, 1.1, 1.1
-56.85565625127349, 27.908390004374045, 1.1, 1.1
-57.02203773372758, 28.269344989801123, 1.1, 1.1
-57.188213164401176, 28.630384941753903, 1.1, 1.1
-57.3539937553116, 28.99160325976532, 1.1, 1.1
-57.51919087758952, 29.35309350248166, 1.1, 1.1
-57.68361574325229, 29.71494906943585, 1.1, 1.1
-57.847264294909614, 30.07717783673841, 1.1, 1.1
-58.010995585505825, 30.439387112656348, 1.1, 1.1
-58.17592094219218, 30.801067098035418, 1.1, 1.1
-58.34315169211994, 31.161707993721425, 1.1, 1.1
-58.513799082883686, 31.5208000801168, 1.1, 1.1
-58.68897444163469, 31.877833637623993, 1.1, 1.1
-58.8697893341942, 32.23229823063544, 1.1, 1.1
-59.057475138731554, 32.58340330450141, 1.1, 1.1
-59.253576368477084, 32.929624871612916, 1.1, 1.1
-59.459688134704514, 33.26932080270309, 1.1, 1.1
-59.677208884594386, 33.60101046854923, 1.1, 1.1
-59.9037899460757, 33.92629240136197, 1.1, 1.1
-60.133723525715354, 34.24952543164384, 1.1, 1.1
-60.36123500247579, 34.57512551158792, 1.1, 1.1
-60.58352445884239, 34.90518307230783, 1.1, 1.1
-60.802320024844484, 35.238248829909665, 1.1, 1.1
-61.01972963406355, 35.57257675411289, 1.1, 1.1
-61.237861140524394, 35.90642057596695, 1.1, 1.1
-61.45882263692187, 36.238034344748, 1.1, 1.1
-61.68472205683744, 36.565671711948816, 1.1, 1.1
-61.91730487365491, 36.88788474613889, 1.1, 1.1
-62.15656193835704, 37.20466915125794, 1.1, 1.1
-62.401953618037574, 37.51645692003494, 1.1, 1.1
-62.65294012067696, 37.823680204312254, 1.1, 1.1
-62.90898157469899, 38.12677107637551, 1.1, 1.1
-63.16953834719739, 38.42616160851044, 1.1, 1.1
-63.43407064615264, 38.72228411167266, 1.1, 1.1
-63.70203867954515, 39.0155705785912, 1.1, 1.1
-63.97290265535538, 39.30645316110839, 1.1, 1.1
-64.24612286112041, 39.59536393150991, 1.1, 1.1
-64.52115942526402, 39.88273512119474, 1.1, 1.1
-64.79747271488002, 40.16899880244859, 1.1, 1.1
-65.07452293794879, 40.45458712711376, 1.1, 1.1
-65.35177356427434, 40.739929542105784, 1.1, 1.1
-65.62889594524464, 41.025291528039105, 1.1, 1.1
-65.90588729637611, 41.31068104058093, 1.1, 1.1
-66.1827735531439, 41.59608360041699, 1.1, 1.1
-66.45958049190966, 41.88148456911959, 1.1, 1.1
-66.73633404814854, 42.16686930826111, 1.1, 1.1
-67.0130599982222, 42.45222333852723, 1.1, 1.1
-67.28978427760578, 42.7375320214903, 1.1, 1.1
-67.56653266266096, 43.02278079827936, 1.1, 1.1
-67.84333100930616, 43.30795503046675, 1.1, 1.1
-68.12020525301647, 43.59304023873814, 1.1, 1.1
-68.39718117015357, 43.87802178466594, 1.1, 1.1
-68.6742846961926, 44.16288502982246, 1.1, 1.1
-68.95154160749523, 44.44761557445006, 1.1, 1.1
-69.22897815776328, 44.732197586771036, 1.1, 1.1
-69.5066244989754, 45.016605131310286, 1.1, 1.1
-69.78451253335706, 45.30080646495571, 1.1, 1.1
-70.06267456091715, 45.58476968548181, 1.1, 1.1
-70.34114280210775, 45.868462890663125, 1.1, 1.1
-70.61994923871107, 46.15185433738752, 1.1, 1.1
-70.89912609117923, 46.43491212342953, 1.1, 1.1
-71.17870557996447, 46.717604505677, 1.1, 1.1
-71.4587197664055, 46.999899422791124, 1.1, 1.1
-71.73920087095456, 47.281765211216445, 1.1, 1.1
-72.02018103450709, 47.56316996872749, 1.1, 1.1
-72.30169239795866, 47.84408179309879, 1.1, 1.1
-72.58376710220466, 48.12446894121821, 1.1, 1.1
-72.86643720858396, 48.40429959041692, 1.1, 1.1
-73.14963573037875, 48.683618292431305, 1.1, 1.1
-73.43301158399541, 48.96268861851567, 1.1, 1.1
-73.71616316735371, 49.24181312269366, 1.1, 1.1
-73.99868879881666, 49.52129427943226, 1.1, 1.1
-74.28018695586066, 49.80143464275512, 1.1, 1.1
-74.56025595684872, 50.082536766685855, 1.1, 1.1
-74.83847423097588, 50.36492977717658, 1.1, 1.1
-75.11298516418756, 50.650866321395114, 1.1, 1.1
-75.37955132946264, 50.9457899055102, 1.1, 1.1
-75.63370371030787, 51.255443805230655, 1.1, 1.1
-75.86246239701535, 51.585213052571234, 1.1, 1.1
-76.02803271964164, 51.93943778221657, 1.1, 1.1
-76.08812195356482, 52.32226862485863, 1.1, 1.1
-76.00649139823248, 52.72013289402634, 1.1, 1.1
-75.77804505101929, 53.02828150195576, 1.1, 1.1
-75.4201704999323, 53.1514411174155, 1.1, 1.1
-75.0107297007509, 53.18263504983921, 1.1, 1.1
-74.6085742242518, 53.21589626238503, 1.1, 1.1
-74.2141051156186, 53.25718999387664, 1.1, 1.1
-73.82268533466674, 53.304887321454714, 1.1, 1.1
-73.43081208068446, 53.35731469096692, 1.1, 1.1
-73.03806330552675, 53.41267738344951, 1.1, 1.1
-72.64453511365336, 53.46916023387394, 1.1, 1.1
-72.25032345041079, 53.52494815676838, 1.1, 1.1
-71.85552449981546, 53.57822606666105, 1.1, 1.1
-71.46023428677049, 53.62717879852339, 1.1, 1.1
-71.0645485179523, 53.67000526885789, 1.1, 1.1
-70.66853855569569, 53.70579264440989, 1.1, 1.1
-70.27223709779285, 53.73502900536222, 1.1, 1.1
-69.87567381888243, 53.758325665182554, 1.1, 1.1
-69.47887815493308, 53.77629401689524, 1.1, 1.1
-69.08187962147011, 53.789545612638015, 1.1, 1.1
-68.6847075749055, 53.79869160676523, 1.1, 1.1
-68.28739168987791, 53.804343630971246, 1.1, 1.1
-67.88996140235595, 53.80711307828047, 1.1, 1.1
-67.49244614830832, 53.8076111826039, 1.1, 1.1
-67.09487544326028, 53.806449496079246, 1.1, 1.1
-66.69727880273716, 53.80423941173091, 1.1, 1.1
-66.2996857422643, 53.801592322583254, 1.1, 1.1
-65.9021256978103, 53.799119621660616, 1.1, 1.1
-65.50462524130366, 53.79738584310758, 1.1, 1.1
-65.10718214515754, 53.79650300271833, 1.1, 1.1
-64.70977811133736, 53.79632933050334, 1.1, 1.1
-64.31239484180855, 53.79672043110291, 1.1, 1.1
-63.91501372030991, 53.797531988714056, 1.1, 1.1
-63.51761636925017, 53.79861944886371, 1.1, 1.1
-63.120184331481454, 53.79983841619221, 1.1, 1.1
-62.72271100379994, 53.800867163517914, 1.1, 1.1
-62.32525104163933, 53.80046866414782, 1.1, 1.1
-61.92787859181795, 53.79711073613577, 1.1, 1.1
-61.53066796026741, 53.78926135664895, 1.1, 1.1
-61.133693452919395, 53.77538842329779, 1.1, 1.1
-60.73702929614887, 53.75395983369285, 1.1, 1.1
-60.340749716330826, 53.72344491746471, 1.1, 1.1
-59.9448776257868, 53.683751229760475, 1.1, 1.1
-59.54928827965508, 53.638922238434944, 1.1, 1.1
-59.15383059981555, 53.59373969725898, 1.1, 1.1
-58.758355258394815, 53.5528190070024, 1.1, 1.1
-58.36275016004204, 53.51709941373493, 1.1, 1.1
-57.9669394872488, 53.48393008914528, 1.1, 1.1
-57.57085315058708, 53.450509206358774, 1.1, 1.1
-57.174710726471574, 53.41389969215823, 1.1, 1.1
-56.77921366607937, 53.37094012351148, 1.1, 1.1
-56.38510860877728, 53.31844926777498, 1.1, 1.1
-55.99283247980795, 53.254818886824154, 1.1, 1.1
-55.60191549702318, 53.183042777783236, 1.1, 1.1
-55.21172303685037, 53.10695183307941, 1.1, 1.1
-54.821698361698814, 53.02990716299155, 1.1, 1.1
-54.43170025847572, 52.95275644385991, 1.1, 1.1
-54.041726260924236, 52.87551017716518, 1.1, 1.1
-53.65177390278753, 52.79817822793472, 1.1, 1.1
-53.26184079736546, 52.72077054075248, 1.1, 1.1
-52.87192447840118, 52.643297060202514, 1.1, 1.1
-52.48202247963787, 52.56576765131212, 1.1, 1.1
-52.09213241437536, 52.48819225866531, 1.1, 1.1
-51.70225181635681, 52.410580826846086, 1.1, 1.1
-51.3123782193254, 52.33294314132509, 1.1, 1.1
-50.922509157024294, 52.25528930579967, 1.1, 1.1
-50.532642322310004, 52.17762910574049, 1.1, 1.1
-50.14277508981236, 52.09997248573156, 1.1, 1.1
-49.75290515238785, 52.02232946991356, 1.1, 1.1
-49.363030043779666, 51.94470976420044, 1.1, 1.1
-48.97314729773098, 51.867123472289556, 1.1, 1.1
-48.58325444798495, 51.78958045920824, 1.1, 1.1
-48.19334918739808, 51.71209058998384, 1.1, 1.1
-47.8034288906002, 51.634663888757, 1.1, 1.1
-47.41349125044783, 51.55731014099841, 1.1, 1.1
-47.02353372112745, 51.48003929129203, 1.1, 1.1
-46.633553915938904, 51.40286136377857, 1.1, 1.1
-46.24354944818206, 51.32578614392866, 1.1, 1.1
-45.85351785160004, 51.248823576326316, 1.1, 1.1
-45.463456580379365, 51.17198368511218, 1.1, 1.1
-45.07336332737655, 51.09527625575698, 1.1, 1.1
-44.68323562633474, 51.018711312401315, 1.1, 1.1
-44.293071329223814, 50.942297288052465, 1.1, 1.1
-43.90287298185727, 50.8660275795066, 1.1, 1.1
-43.51264551674878, 50.789886354986066, 1.1, 1.1
-43.12239418463869, 50.71385746448638, 1.1, 1.1
-42.73212399759732, 50.63792499667317, 1.1, 1.1
-42.34184012680837, 50.56207296065536, 1.1, 1.1
-41.95154766389885, 50.486285285985204, 1.1, 1.1
-41.56125178005242, 50.410545981771634, 1.1, 1.1
-41.17095748733944, 50.33483897756689, 1.1, 1.1
-40.780670036500254, 50.25914836203657, 1.1, 1.1
-40.390394360048525, 50.18345806473297, 1.1, 1.1
-40.00013578828128, 50.107752094764955, 1.1, 1.1
-39.60989933326885, 50.03201446124149, 1.1, 1.1
-39.21969008663824, 49.95622909371483, 1.1, 1.1
-38.829503752329174, 49.8804259850503, 1.1, 1.1
-38.43930659831271, 49.80478071682304, 1.1, 1.1
-38.049058925809526, 49.72949735189674, 1.1, 1.1
-37.65872087692694, 49.6547798735784, 1.1, 1.1
-37.26825299155565, 49.580832424288445, 1.1, 1.1
-36.877615332246286, 49.507859146447174, 1.1, 1.1
-36.48676843888955, 49.43606410291834, 1.1, 1.1
-36.095672453592755, 49.36565143612228, 1.1, 1.1
-35.704287836689936, 49.29682512936605, 1.1, 1.1
-35.31257473028839, 49.22978932506996, 1.1, 1.1
-34.92049351516548, 49.16474816565445, 1.1, 1.1
-34.52800457209852, 49.101905634426494, 1.1, 1.1
-34.135068122751534, 49.04146595336315, 1.1, 1.1
-33.74165496982588, 48.983610273006576, 1.1, 1.1
-33.347797811113765, 48.92838473622654, 1.1, 1.1
-32.95355193850222, 48.87578600164281, 1.1, 1.1
-32.55897272343497, 48.82581080743185, 1.1, 1.1
-32.16411545779906, 48.778455732656745, 1.1, 1.1
-31.76903559259488, 48.73371735638058, 1.1, 1.1
-31.373788419709463, 48.691592496336526, 1.1, 1.1
-30.978414910828903, 48.65206396828339, 1.1, 1.1
-30.58290862186276, 48.615070593140416, 1.1, 1.1
-30.187253641476644, 48.580541645026194, 1.1, 1.1
-29.79143397877947, 48.54840671628598, 1.1, 1.1
-29.395433642880164, 48.51859531970839, 1.1, 1.1
-28.99923664288767, 48.49103688852534, 1.1, 1.1
-28.602827147024243, 48.4656605377421, 1.1, 1.1
-28.206202291249692, 48.442350273730874, 1.1, 1.1
-27.80938363542213, 48.420905852348206, 1.1, 1.1
-27.41239560343987, 48.401117721320034, 1.1, 1.1
-27.0152623805312, 48.38277632837231, 1.1, 1.1
-26.618008311037748, 48.36567204167427, 1.1, 1.1
-26.220657580187815, 48.349595388508554, 1.1, 1.1
-25.823234532323024, 48.33433673704441, 1.1, 1.1
-25.425763432228337, 48.3196866941211, 1.1, 1.1
-25.028268624245396, 48.30543562790791, 1.1, 1.1
-24.63077429360249, 48.291373906574094, 1.1, 1.1
-24.233304784641234, 48.277292136958934, 1.1, 1.1
-23.83588428258996, 48.262980607675026, 1.1, 1.1
-23.438537211346922, 48.248229925561624, 1.1, 1.1
-23.041285846780326, 48.23284310829888, 1.1, 1.1
-22.644128756870057, 48.21677695661386, 1.1, 1.1
-22.247048916488293, 48.20009058111389, 1.1, 1.1
-21.850028823167214, 48.18284476309637, 1.1, 1.1
-21.453051133552318, 48.165100283858685, 1.1, 1.1
-21.056098424732433, 48.14691816336831, 1.1, 1.1
-20.659153273796377, 48.12835910336597, 1.1, 1.1
-20.262198337389673, 48.109484044262445, 1.1, 1.1
-19.86521611304447, 48.0903537673551, 1.1, 1.1
-19.468189257406284, 48.07102913349803, 1.1, 1.1
-19.07110034756391, 48.05157100354534, 1.1, 1.1
-18.673931960606208, 48.03204031790777, 1.1, 1.1
-18.276666753178674, 48.0124977783261, 1.1, 1.1
-17.879287222813478, 47.993004325211054, 1.1, 1.1
-17.4817967904475, 47.973691624854794, 1.1, 1.1
-17.084270955362463, 47.954937094109326, 1.1, 1.1
-16.686801128174533, 47.93717153235359, 1.1, 1.1
-16.28947832171647, 47.920825898079805, 1.1, 1.1
-15.892393867047751, 47.90633099066694, 1.1, 1.1
-15.495638936114469, 47.89411760949385, 1.1, 1.1
-15.099305337316125, 47.8845809125504, 1.1, 1.1
-14.703556400500373, 47.8734776651785, 1.1, 1.1
-14.308697305061001, 47.8473829972037, 1.1, 1.1
-13.915049937292967, 47.79179229529915, 1.1, 1.1
-13.526172469351751, 47.693253878691976, 1.1, 1.1
-13.157065789084204, 47.542038841519194, 1.1, 1.1
-12.825258618033496, 47.329240655236305, 1.1, 1.1
-12.547624767218892, 47.04883107213538, 1.1, 1.1
-12.336847240848291, 46.71319929363466, 1.1, 1.1
-12.203957764845512, 46.341991680772765, 1.1, 1.1
-12.159887187274183, 45.954831045813435, 1.1, 1.1
-12.204178295940308, 45.56652407876719, 1.1, 1.1
-12.314439388167633, 45.18260100257517, 1.1, 1.1
-12.465784261829132, 44.80753656181107, 1.1, 1.1
-12.637795253951083, 44.44460833224821, 1.1, 1.1
-12.825248355222817, 44.09302305431002, 1.1, 1.1
-13.026145738496929, 43.75112284650856, 1.1, 1.1
-13.238489497069306, 43.417250145582564, 1.1, 1.1
-13.460281724235868, 43.08974714960076, 1.1, 1.1
-13.689524672405845, 42.766956136188554, 1.1, 1.1
-13.924226560738893, 42.44722550883512, 1.1, 1.1
-14.163135883227676, 42.12963909290556, 1.1, 1.1
-14.406433551744325, 41.814703982627314, 1.1, 1.1
-14.654464683132032, 41.50309020429199, 1.1, 1.1
-14.907574076007238, 41.19546778419123, 1.1, 1.1
-15.166106688099795, 40.89250682817335, 1.1, 1.1
-15.430407636252843, 40.59487720341663, 1.1, 1.1
-15.700821719082876, 40.303249015769374, 1.1, 1.1
-15.977693894319703, 40.01829229152326, 1.1, 1.1
-16.26136927880648, 39.74067705696989, 1.1, 1.1
-16.552192591603035, 39.47107325884425, 1.1, 1.1
-16.850509029109173, 39.21015108255132, 1.1, 1.1
-17.15666331038474, 38.95858039526939, 1.1, 1.1
-17.471000631829522, 38.71703130284675, 1.1, 1.1
-17.79380922726624, 38.48611639165788, 1.1, 1.1
-18.124662672932928, 38.26572308901189, 1.1, 1.1
-18.46264455552472, 38.05524127479115, 1.1, 1.1
-18.80682875582282, 37.85405136163408, 1.1, 1.1
-19.15628923416506, 37.661533762179076, 1.1, 1.1
-19.51009987133263, 37.47706857083787, 1.1, 1.1
-19.867334548106665, 37.300036359362245, 1.1, 1.1
-20.227190378553292, 37.12998230225834, 1.1, 1.1
-20.58966505552905, 36.96752574821768, 1.1, 1.1
-20.95507712394861, 36.81371612930074, 1.1, 1.1
-21.323745924293434, 36.66960391180468, 1.1, 1.1
-21.69599079704495, 36.53623964158336, 1.1, 1.1
-22.072131003127918, 36.41467370537725, 1.1, 1.1
-22.452485883023765, 36.30595664904024, 1.1, 1.1
-22.837176044647265, 36.21059079339934, 1.1, 1.1
-23.225608631678632, 36.12711126145291, 1.1, 1.1
-23.617031038000658, 36.053612511793055, 1.1, 1.1
-24.010690577939517, 35.98818876434185, 1.1, 1.1
-24.40583456582134, 35.928934318578065, 1.1, 1.1
-24.801710236415605, 35.87394347398046, 1.1, 1.1
-25.197566892965256, 35.82132079283843, 1.1, 1.1
-25.59291661440089, 35.77066451395842, 1.1, 1.1
-25.987807771179074, 35.72461830555116, 1.1, 1.1
-26.38235428845412, 35.68619672903233, 1.1, 1.1
-26.77666985271035, 35.658414504930946, 1.1, 1.1
-27.170868229988702, 35.644286115105984, 1.1, 1.1
-27.565063345443498, 35.64682628008648, 1.1, 1.1
-27.95936013432513, 35.668348348781024, 1.1, 1.1
